,name,race,medical,positive,negative,flavors
559,Dark Side of the Moon,indica,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Dry Eyes","Earthy,Berry,Spicy/Herbal"
560,Dark Star,indica,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Woody,Pine"
561,Darkside OG,indica,"Insomnia,Pain,Fatigue,Eye Pressure,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dry Mouth,Dry Eyes","Earthy,Sweet,Lemon"
562,Darth Vader OG,indica,"Depression,Insomnia,Pain,Stress,Headache,Inflammation","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Grape,Earthy,Pungent"
563,Dawg's Waltz,hybrid,"Insomnia,Pain,Stress,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Dry Eyes","Skunk,Earthy,Sweet"
564,Dawgfather OG,hybrid,"Insomnia,Pain","Relaxed,Sleepy",,"Chemical,Pepper,Pungent"
565,Day Tripper,hybrid,"Insomnia,Pain,Nausea,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth","Butter,Citrus,Earthy"
566,Deadhead OG,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Pungent,Diesel"
567,Deadwood,indica,"Pain,Stress,Muscle Spasms","Relaxed,Creative,Sleepy,Focused",Dry Mouth,"Berry,Earthy,Lavender"
568,Death Bubba,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Pungent,Earthy,Sweet"
569,Death Star,indica,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Diesel,Pungent"
570,Death Star OG,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pungent"
571,Deep Cheese,hybrid,"Cramps,Lack of Appetite,Nausea,Fatigue","Relaxed,Happy,Uplifted,Sleepy,Focused","Dry Mouth,Paranoid,Dry Eyes","Cheese,Pungent,Skunk"
572,Deep Chunk,indica,"Insomnia,Pain,Stress,Fatigue,Eye Pressure","Relaxed,Euphoric,Happy,Creative,Sleepy",Dry Mouth,"Earthy,Plum,Ammonia"
573,Deep Purple,indica,"Depression,Insomnia,Pain,Stress,Headache,Inflammation","Relaxed,Euphoric,Happy,Tingly,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Grape,Earthy,Ammonia"
574,Deep Sleep,indica,"Insomnia,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Tingly,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Sweet,Pungent,Diesel"
575,DelaHaze,sativa,"Depression,Pain,Stress,Headache,Fatigue,Inflammation","Euphoric,Happy,Energetic,Uplifted,Focused","Dizzy,Dry Mouth,Dry Eyes,Anxious","Citrus,Lemon,Mango"
576,Denver Maple,indica,"Depression,Stress,Cramps,Headaches,Eye Pressure","Relaxed,Happy,Uplifted,Sleepy,Giggly",Dry Eyes,"Sweet,Earthy,Pine"
577,Desert Star,hybrid,"Depression,Pain,Stress,Nausea,Spasticity","Hungry,Creative,Tingly,Sleepy",Dry Mouth,Earthy
578,Destroyer,sativa,"Depression,Insomnia,Stress,Cramps,Fatigue","Euphoric,Happy,Energetic,Uplifted,Giggly",,"Lavender,Flowery,Sweet"
579,Devil Fruit,indica,"Depression,Insomnia,Pain,Stress,Spasticity","Relaxed,Euphoric,Happy,Focused","Dry Mouth,Paranoid,Dry Eyes,Anxious","Pepper,Woody,Spicy/Herbal"
580,Devil's Tit,sativa,"Depression,Lack of Appetite,Fatigue,Headaches,Inflammation","Relaxed,Euphoric,Creative,Energetic,Focused","Paranoid,Anxious","Nutty,Pepper,Pine"
581,Diablo,indica,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Euphoric,Happy,Tingly,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Spicy/Herbal,Pungent"
582,Diamond OG,indica,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Pine,Woody,Sweet"
583,Diamond Valley Kush,hybrid,"Depression,Stress,Cramps,Fatigue,Eye Pressure","Relaxed,Happy,Creative,Energetic,Focused",Anxious,"Earthy,Spicy/Herbal,Pungent"
584,Diesel Duff,hybrid,"Depression,Pain,Stress,Headache,Headaches,Muscle Spasms","Euphoric,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Flowery,Honey,Skunk"
585,Dieseltonic,hybrid,"Depression,Pain,Stress,Headaches,Inflammation","Relaxed,Sleepy,Focused,Giggly","Dry Mouth,Dry Eyes","Diesel,Earthy,Woody"
586,Digweed,indica,"Depression,Pain,Stress,Cramps,Inflammation","Relaxed,Happy,Creative,Uplifted,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Earthy,Skunk,Pungent"
587,Dinachem,hybrid,"Depression,Stress","Relaxed,Euphoric,Energetic,Talkative,Uplifted",,"Diesel,Pungent,Tropical"
588,Dirty Girl,sativa,"Depression,Pain,Stress,Fatigue,Eye Pressure","Euphoric,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Flowery,Pine"
589,Dirty Widow,hybrid,"Depression,Stress,Lack of Appetite,Fatigue","Hungry,Euphoric,Energetic,Uplifted","Dry Mouth,Dry Eyes","Sweet,Earthy,Pungent"
590,Disney Blue,hybrid,"Depression,Stress,Fatigue,Headaches,Inflammation","Euphoric,Happy,Creative,Energetic,Uplifted",Dry Mouth,"Blueberry,Pungent,Berry"
591,Dizzy OG,hybrid,"Depression,Insomnia,Stress,Cramps,Nausea","Relaxed,Euphoric,Creative,Talkative,Giggly",,"Earthy,Woody,Berry"
592,Django,sativa,"Depression,Insomnia,Stress,Fatigue,Muscle Spasms","Euphoric,Happy,Energetic,Talkative,Uplifted","Dizzy,Dry Mouth,Dry Eyes","Earthy,Sweet,Pungent"
593,Do-Si-Dos,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pungent"
594,Doctor Doctor,sativa,"Pain,Nausea,Headaches,Inflammation,Muscle Spasms","Relaxed,Happy,Uplifted,Focused,Aroused",Dry Eyes,"Citrus,Flowery,Strawberry"
595,Dog Shit,hybrid,"Depression,Pain,Stress,Headache,Headaches,Muscle Spasms","Relaxed,Euphoric,Creative,Energetic","Dry Mouth,Paranoid,Anxious","Earthy,Pungent,Berry"
596,Dogwalker OG,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Pungent,Diesel"
597,Dolla Sign OG Kush,indica,Fatigue,"Creative,Energetic","Dry Mouth,Dry Eyes,Anxious","Flowery,Pungent,Sweet"
598,Don Shula,hybrid,"Depression,Stress,Fatigue,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted",Dry Mouth,"Citrus,Pungent,Tropical"
599,Donegal,hybrid,"Depression,Insomnia,Stress,Fatigue","Relaxed,Euphoric,Energetic,Talkative",Anxious,"Earthy,Woody,Pungent"
600,Donna OG,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Creative,Energetic","Dry Mouth,Dry Eyes","Pungent,Skunk,Sweet"
601,Doobiebird Daydream,hybrid,"Headaches,Eye Pressure","Relaxed,Euphoric,Creative,Uplifted",Dry Mouth,"Blueberry,Earthy,Pine"
602,Doox,sativa,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Euphoric,Happy,Energetic,Uplifted,Focused",Dry Mouth,"Citrus,Lemon,Lime"
603,Dopium,hybrid,"Depression,Pain,Stress,Nausea,Headache,Headaches","Relaxed,Euphoric,Happy,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Pine,Pungent,Earthy"
604,Dorit,indica,"Pain,Stress,Inflammation","Relaxed,Euphoric,Uplifted,Focused,Giggly",Dry Eyes,"Cheese,Earthy,Minty"
605,Double Barrel OG,hybrid,"Depression,Headache","Relaxed,Euphoric,Creative,Focused","Dry Mouth,Paranoid,Anxious",Earthy
606,Double Diesel,sativa,"Depression,Insomnia,Stress,Lack of Appetite,Headache,Headaches","Relaxed,Happy,Creative,Energetic,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Diesel,Lime,Citrus"
607,Double Dream,hybrid,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Berry,Sweet,Flowery"
608,Double Dutch,hybrid,"Depression,Stress,Lack of Appetite,Nausea,Inflammation","Hungry,Euphoric,Happy,Uplifted",Dry Mouth,"Tar,Earthy,Sweet"
609,Double OG,indica,"Insomnia,Pain,Headache,Headaches,Eye Pressure,Muscle Spasms","Relaxed,Happy,Creative,Talkative,Focused","Dizzy,Dry Mouth","Earthy,Skunk,Woody"
610,Double Purple Doja,indica,"Pain,Stress,Headaches,Inflammation,Muscle Spasms","Relaxed,Creative,Sleepy","Dry Mouth,Anxious","Earthy,Grape,Pungent"
611,Double Tangie Banana,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Citrus,Orange,Sweet"
612,Dr. Feelgood,hybrid,"Depression,Insomnia,Stress,Cramps,Eye Pressure","Relaxed,Euphoric,Happy,Creative,Focused",,"Earthy,Woody,Nutty"
613,Dr. Funk,indica,"Insomnia,Pain,Stress,Headaches,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Tingly",Dry Mouth,"Earthy,Lemon,Citrus"
614,Dr. Grinspoon,sativa,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Euphoric,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Spicy/Herbal,Citrus,Lemon"
615,Dr. Who,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Citrus,Sweet"
616,Dragon OG,hybrid,"Depression,Stress,Spasticity","Relaxed,Happy,Energetic,Uplifted,Aroused",,"Berry,Lemon,Spicy/Herbal"
617,Dragon's Breath,hybrid,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Happy,Talkative,Focused",Dry Mouth,"Skunk,Earthy,Spicy/Herbal"
618,Dreadlock,hybrid,"Depression,Pain,Stress","Relaxed,Happy,Creative,Energetic,Focused","Dry Mouth,Dry Eyes","Earthy,Diesel,Pine"
619,Dream Beaver,sativa,"Pain,Fatigue,Spasticity,Seizures,Muscle Spasms","Creative,Energetic,Talkative,Uplifted","Dry Mouth,Dry Eyes","Pineapple,Woody,Earthy"
620,Dream Berry,indica,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Berry,Sweet,Grapefruit"
621,Dream Lotus,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Uplifted","Dizzy,Dry Mouth,Dry Eyes","Spicy/Herbal,Woody,Apple"
622,Dream Police,hybrid,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Happy,Energetic,Uplifted,Aroused",,"Earthy,Berry"
623,Dream Queen,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Uplifted,Aroused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Flowery,Earthy"
624,Dream Star,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Nausea","Euphoric,Happy,Creative,Talkative,Uplifted","Dry Mouth,Paranoid,Dry Eyes","Earthy,Pungent,Sage"
625,Dreamer’s Glass,hybrid,"Depression,Lack of Appetite,Fatigue,Seizures,Muscle Spasms","Relaxed,Hungry,Creative,Talkative,Uplifted","Dry Mouth,Paranoid,Anxious","Earthy,Skunk,Sweet"
626,Drizella,sativa,"Depression,Stress,Cramps,Fatigue,Headaches","Euphoric,Happy,Energetic,Uplifted,Giggly",,"Earthy,Pungent,Sweet"
627,Duke Nukem,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue","Happy,Creative,Energetic,Uplifted,Focused","Dizzy,Dry Mouth,Dry Eyes","Sweet,Pungent,Flowery"
628,Durban Berry,hybrid,"Depression,Stress,Lack of Appetite,Headaches,Eye Pressure","Relaxed,Happy,Creative,Energetic,Focused",,"Berry,Blueberry,Pine"
629,Durban Cheese,hybrid,"Pain,Stress,Cramps,Nausea,Headache,Fatigue","Relaxed,Hungry,Euphoric,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Cheese,Blue Cheese,Earthy"
630,Durban Cookies,sativa,"Depression,Pain,Stress,Headaches,Inflammation","Relaxed,Happy,Energetic,Uplifted,Focused","Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Earthy,Minty"
631,Durban Poison,sativa,"Depression,Pain,Stress,Headache,Fatigue,Headaches","Euphoric,Happy,Energetic,Uplifted,Focused","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pine"
632,Durga Mata,indica,"Stress,Lack of Appetite,Nausea,Headaches,Inflammation","Relaxed,Happy,Talkative,Sleepy,Giggly",,"Earthy,Minty,Pungent"
633,Dutch Crunch,hybrid,"Depression,Stress,Lack of Appetite","Relaxed,Hungry,Tingly,Focused,Aroused",Dry Mouth,"Citrus,Pine"
634,Dutch Dragon,sativa,"Depression,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms","Euphoric,Happy,Energetic,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Anxious","Citrus,Sweet,Flowery"
635,Dutch Hawaiian,sativa,"Depression,Stress,Lack of Appetite,Nausea,Headache,Fatigue","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Citrus,Sweet,Tropical"
636,Dutch Haze,sativa,,"Happy,Creative,Energetic,Focused,Aroused",Dry Mouth,"Citrus,Earthy"
637,Dutch Kush,indica,"Depression,Insomnia,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Sleepy,Giggly",,"Skunk,Spicy/Herbal,Tropical"
638,Dutch Queen,hybrid,"Depression,Stress,Headache,Fatigue,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Energetic","Dry Mouth,Dry Eyes","Sweet,Pine,Woody"
639,Dutch Thunder Fuck,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Euphoric,Happy,Creative,Talkative,Uplifted",,"Earthy,Citrus,Lemon"
640,Dutch Treat,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Sweet,Pine"
641,Dutch Treat Haze,hybrid,"Depression,Pain,Stress,Fatigue,Inflammation","Relaxed,Euphoric,Happy,Energetic,Uplifted",Dry Mouth,"Sweet,Earthy,Citrus"
642,Dutchberry,hybrid,"Depression,Pain,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Berry,Sweet,Earthy"
643,Dynamite,indica,"Depression,Pain,Stress,Cramps,Headache,Inflammation","Relaxed,Hungry,Euphoric,Happy,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Citrus,Grapefruit,Earthy"
644,Early Girl,indica,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Happy,Creative,Talkative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pine"
645,Early Miss,hybrid,"Depression,Lack of Appetite","Relaxed,Euphoric,Creative,Aroused",Anxious,"Pepper,Ammonia,Chemical"
646,Early Pearl,sativa,"Nausea,Eye Pressure","Relaxed,Hungry,Happy,Talkative",Dry Mouth,"Sweet,Ammonia"
647,Early Skunk,hybrid,"Depression,Insomnia,Pain,Stress,Eye Pressure","Relaxed,Euphoric,Happy,Energetic,Focused","Dizzy,Dry Mouth","Skunk,Flowery,Pungent"
648,Earth OG,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Happy,Creative,Talkative,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Spicy/Herbal,Woody"
649,Earthquake,hybrid,"Depression,Pain,Stress,Fatigue,Eye Pressure","Relaxed,Euphoric,Happy,Uplifted,Focused","Dry Mouth,Dry Eyes","Earthy,Skunk,Woody"
650,Earthshaker OG,hybrid,"Insomnia,Pain,Lack of Appetite,Nausea,Headaches","Euphoric,Happy,Creative,Energetic,Aroused",Dizzy,Earthy
651,East Coast Alien,sativa,"Depression,Insomnia,Stress,Lack of Appetite,Fatigue","Euphoric,Creative,Energetic,Uplifted,Focused",Dry Mouth,"Diesel,Chemical,Earthy"
652,East Coast Sour Diesel,sativa,"Depression,Pain,Stress,Fatigue,Eye Pressure","Euphoric,Happy,Energetic,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Diesel,Citrus,Pungent"
653,Eastern European,indica,"Insomnia,Lack of Appetite,Fatigue,Headaches,Muscle Spasms","Relaxed,Happy,Sleepy",Dizzy,"Earthy,Pine,Woody"
654,Easy Bud,hybrid,,"Relaxed,Euphoric,Tingly,Sleepy,Aroused",Dry Mouth,"Lemon,Skunk"
655,Easy Peezy,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted",,"Earthy,Lemon,Spicy/Herbal"
656,Ebola #7,hybrid,"Depression,Insomnia,Pain,Stress,Eye Pressure","Relaxed,Hungry,Creative,Talkative,Focused",,"Sweet,Pine,Citrus"
657,Ecto Cooler,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Euphoric,Happy,Creative,Energetic",,"Citrus,Chemical,Earthy"
658,Ed Rosenthal Super Bud,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Euphoric,Energetic,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pine,Citrus"
659,Edelweiss,indica,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Relaxed,Hungry,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Berry,Lime"
660,El Chapo OG,indica,"Insomnia,Pain,Stress,Headache,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy",Dry Eyes,"Earthy,Flowery,Citrus"
661,El Jefe,indica,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Euphoric,Creative,Tingly,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Pungent,Pine"
662,El Niño,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Happy,Talkative,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Woody,Pungent"
663,El-Na,hybrid,"Insomnia,Cramps,Headaches,Inflammation,Muscle Spasms","Relaxed,Happy,Tingly,Aroused",,"Earthy,Pine,Pungent"
664,Elderberry Kush,hybrid,"Pain,Lack of Appetite,Fatigue,Eye Pressure,Muscle Spasms","Relaxed,Hungry,Happy,Sleepy,Giggly",,"Woody,Pungent,Earthy"
665,Electric Black Mamba,indica,"Pain,Stress","Relaxed,Euphoric,Creative,Uplifted,Sleepy",Dry Eyes,"Earthy,Pine"
666,Electric Kool Aid,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Euphoric,Happy,Creative,Talkative,Uplifted",,"Berry,Diesel,Grape"
667,Electric Lemon G,sativa,"Depression,Stress,Lack of Appetite,Headaches,Spasticity","Relaxed,Euphoric,Energetic,Uplifted,Focused",,"Lemon,Citrus,Lime"
668,Elephant,sativa,"Eye Pressure,Spasticity","Relaxed,Happy,Creative,Energetic,Focused",,"Earthy,Sweet,Tropical"
669,Elphinstone,sativa,Stress,"Relaxed,Happy,Creative,Focused",Dry Mouth,"Citrus,Pine,Pungent"
670,Elvis,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Creative,Talkative,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Citrus,Skunk"
671,Emerald Jack,sativa,"Depression,Pain,Stress,Fatigue,Headaches","Euphoric,Happy,Creative,Energetic,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Skunk,Pungent"
672,Emerald OG,indica,"Depression,Insomnia,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Dry Eyes","Earthy,Woody,Lemon"
673,Emperor Cookie Dough,hybrid,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dry Mouth,Dry Eyes","Sweet,Citrus,Diesel"
674,Endless Sky,indica,"Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Sleepy",Dry Mouth,"Berry,Butter,Sweet"
675,Enemy of the State,indica,"Depression,Pain,Stress,Cramps,Headaches","Relaxed,Hungry,Happy,Sleepy,Aroused",,"Flowery,Spicy/Herbal,Sweet"
676,Enigma,indica,"Depression,Insomnia,Pain,Nausea,Inflammation","Relaxed,Hungry,Happy,Creative,Giggly","Dry Mouth,Dry Eyes","Citrus,Pungent,Earthy"
677,Eran Almog,indica,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Sleepy",Dry Mouth,"Earthy,Citrus,Flowery"
678,Erez,indica,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Hungry,Euphoric,Happy,Sleepy",Dry Mouth,"Berry,Blueberry,Blue Cheese"
679,Euforia,sativa,"Depression,Pain,Stress,Lack of Appetite,Headache,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Talkative","Dizzy,Dry Mouth,Dry Eyes,Anxious","Woody,Skunk,Earthy"
680,Eugene Cream,hybrid,"Depression,Insomnia,Pain,Stress,Cramps","Relaxed,Happy,Creative,Tingly,Sleepy",,"Earthy,Sweet,Butter"
681,Euphoria Cookies,hybrid,"Depression,Insomnia,Nausea,Fatigue,Inflammation","Relaxed,Hungry,Euphoric,Creative,Uplifted",,"Sweet,Citrus,Butter"
682,Everlast,indica,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Tingly,Sleepy",Dry Mouth,"Earthy,Skunk,Flowery"
683,Ewok,hybrid,"Insomnia,Pain,Stress,Nausea,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Woody,Citrus"
684,Exodus Cheese,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Cheese,Earthy,Pungent"
685,Extreme Cream,indica,"Depression,Pain,Stress,Nausea,Muscle Spasms","Relaxed,Hungry,Happy,Uplifted,Giggly",,"Blueberry,Earthy,Skunk"
686,Extreme OG,indica,"Pain,Stress,Lack of Appetite,Nausea,Muscle Spasms","Relaxed,Hungry,Happy,Sleepy",Dry Mouth,"Earthy,Lime,Pine"
687,F'n louZER,indica,,"Relaxed,Sleepy",,"Diesel,Pine"
688,Face Off OG,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Pine,Citrus,Pungent"
689,Fast Eddy,hybrid,"Depression,Stress,Fatigue,Headaches,Eye Pressure","Relaxed,Happy,Creative","Dry Mouth,Dry Eyes","Citrus,Pungent,Skunk"
690,Fat Axl,hybrid,"Depression,Insomnia,Pain,Fatigue,Headaches","Happy,Creative,Energetic,Talkative,Uplifted",,"Diesel,Earthy,Skunk"
691,Fat Nelson,hybrid,Stress,"Euphoric,Happy,Creative,Energetic,Uplifted",,"Citrus,Pungent"
692,Fat Purple,indica,"Pain,Stress,Cramps,Headaches,Muscle Spasms","Hungry,Happy,Creative,Focused,Giggly",,"Berry,Grape,Blueberry"
693,Faygo Red Pop,indica,"Depression,Pain,Stress,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Creative,Giggly",Dry Mouth,"Berry,Strawberry,Sweet"
694,Fire Alien Kush,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Uplifted,Focused","Dry Eyes,Anxious","Earthy,Woody,Pungent"
695,Fire Haze,sativa,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Euphoric,Happy,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Berry,Earthy"
696,Fire OG,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Earthy,Citrus"
697,Firewalker OG,sativa,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Happy,Energetic,Uplifted,Tingly","Dizzy,Dry Mouth,Dry Eyes,Anxious","Pine,Earthy,Woody"
698,Flaming Cookies,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Tingly","Dizzy,Dry Mouth,Dry Eyes","Spicy/Herbal,Earthy,Pungent"
699,Flo,hybrid,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Relaxed,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Pine,Sweet"
700,Flo OG,indica,"Insomnia,Pain,Stress,Fatigue,Inflammation","Relaxed,Euphoric,Happy,Creative,Focused",,"Flowery,Berry,Sweet"
701,Flo Walker,hybrid,,"Euphoric,Happy,Creative,Energetic",Dry Mouth,"Citrus,Earthy,Lemon"
702,Flowerbomb Kush,indica,"Depression,Pain,Stress,Lack of Appetite,Inflammation","Relaxed,Euphoric,Happy,Creative,Focused","Dizzy,Dry Mouth,Dry Eyes","Pungent,Sweet,Citrus"
703,Flowers For Algernon,hybrid,"Depression,Insomnia,Lack of Appetite,Headaches,Muscle Spasms","Creative,Energetic,Talkative,Uplifted,Aroused",,"Diesel,Citrus,Lemon"
704,Fortune Cookies,hybrid,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Creative,Energetic","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Honey,Diesel,Citrus"
